id,int_id,airport_int_id,active,code,icao,name,slug,slug_en,alternative_names/0,rank,global_rank_dst,dst_popularity_score,timezone,city/id,city/name,city/code,city/slug,city/continent/id,city/continent/name,city/continent/slug,city/continent/code,city/region/id,city/region/name,city/region/slug,city/autonomous_territory,city/subdivision,city/nearby_country,city/country/id,city/country/name,city/country/slug,city/country/code,location/lat,location/lon,alternative_departure_points/0/id,alternative_departure_points/0/distance,alternative_departure_points/0/duration,alternative_departure_points/1/id,alternative_departure_points/1/distance,alternative_departure_points/1/duration,alternative_departure_points/2/id,alternative_departure_points/2/distance,alternative_departure_points/2/duration,alternative_departure_points/3/id,alternative_departure_points/3/distance,alternative_departure_points/3/duration,alternative_departure_points/4/id,alternative_departure_points/4/distance,alternative_departure_points/4/duration,alternative_departure_points/5/id,alternative_departure_points/5/distance,alternative_departure_points/5/duration,alternative_departure_points/6/id,alternative_departure_points/6/distance,alternative_departure_points/6/duration,alternative_departure_points/7/id,alternative_departure_points/7/distance,alternative_departure_points/7/duration,alternative_departure_points/8/id,alternative_departure_points/8/distance,alternative_departure_points/8/duration,alternative_departure_points/9/id,alternative_departure_points/9/distance,alternative_departure_points/9/duration,alternative_departure_points/10/id,alternative_departure_points/10/distance,alternative_departure_points/10/duration,alternative_departure_points/11/id,alternative_departure_points/11/distance,alternative_departure_points/11/duration,tags/0/tag,tags/0/month_to,tags/0/month_from,tags/1/tag,tags/1/month_to,tags/1/month_from,tags/2/tag,tags/2/month_to,tags/2/month_from,providers/0,providers/1,providers/2,special/0/id,special/0/name,special/0/slug,tourist_region/0/id,tourist_region/0/name,tourist_region/0/slug,tourist_region/1/id,tourist_region/1/name,tourist_region/1/slug,tourist_region/2/id,tourist_region/2/name,tourist_region/2/slug,tourist_region/3/id,tourist_region/3/name,tourist_region/3/slug,car_rentals/0/provider_id,car_rentals/0/providers_locations/0,new_ground,routing_priority,type,alternative_departure_points/12/id,alternative_departure_points/12/distance,alternative_departure_points/12/duration,alternative_departure_points/13/id,alternative_departure_points/13/distance,alternative_departure_points/13/duration,alternative_departure_points/14/id,alternative_departure_points/14/distance,alternative_departure_points/14/duration,special/1/id,special/1/name,special/1/slug,special/2/id,special/2/name,special/2/slug,special/3/id,special/3/name,special/3/slug,special/4/id,special/4/name,special/4/slug,special/5/id,special/5/name,special/5/slug,city/subdivision/id,city/subdivision/name,city/subdivision/slug,city/subdivision/code,alternative_departure_points/15/id,alternative_departure_points/15/distance,alternative_departure_points/15/duration,providers/3,providers/4,car_rentals/0/providers_locations/1,car_rentals/0/providers_locations/2,alternative_names/1,tags/3/tag,tags/3/month_to,tags/3/month_from,tags/4/tag,tags/4/month_to,tags/4/month_from,providers/5,providers/6,providers/7,providers/8,car_rentals/0/providers_locations/3,car_rentals/0/providers_locations/4,car_rentals/0/providers_locations/5,city/autonomous_territory/id,city/autonomous_territory/name,city/autonomous_territory/slug,city/autonomous_territory/code,alternative_departure_points/16/id,alternative_departure_points/16/distance,alternative_departure_points/16/duration,providers/9,alternative_names/2,alternative_departure_points/17/id,alternative_departure_points/17/distance,alternative_departure_points/17/duration,alternative_departure_points/18/id,alternative_departure_points/18/distance,alternative_departure_points/18/duration,alternative_departure_points/19/id,alternative_departure_points/19/distance,alternative_departure_points/19/duration,tourist_region/4/id,tourist_region/4/name,tourist_region/4/slug,tourist_region/5/id,tourist_region/5/name,tourist_region/5/slug,providers/10,providers/11,providers/12,providers/13,special/6/id,special/6/name,special/6/slug,special/7/id,special/7/name,special/7/slug,alternative_departure_points/20/id,alternative_departure_points/20/distance,alternative_departure_points/20/duration,alternative_departure_points/21/id,alternative_departure_points/21/distance,alternative_departure_points/21/duration,car_rentals/0/providers_locations/6,special/8/id,special/8/name,special/8/slug,special/9/id,special/9/name,special/9/slug,special/10/id,special/10/name,special/10/slug,special/11/id,special/11/name,special/11/slug,special/12/id,special/12/name,special/12/slug,special/13/id,special/13/name,special/13/slug,tourist_region/6/id,tourist_region/6/name,tourist_region/6/slug,tourist_region/7/id,tourist_region/7/name,tourist_region/7/slug,tourist_region/8/id,tourist_region/8/name,tourist_region/8/slug,alternative_departure_points/22/id,alternative_departure_points/22/distance,alternative_departure_points/22/duration,alternative_departure_points/23/id,alternative_departure_points/23/distance,alternative_departure_points/23/duration,alternative_departure_points/24/id,alternative_departure_points/24/distance,alternative_departure_points/24/duration,providers/14,providers/15,car_rentals/0/providers_locations/7,car_rentals/0/providers_locations/8,city/nearby_country/id,city/nearby_country/code,city/nearby_country/name,city/nearby_country/slug,alternative_departure_points/25/id,alternative_departure_points/25/distance,alternative_departure_points/25/duration,alternative_departure_points/26/id,alternative_departure_points/26/distance,alternative_departure_points/26/duration,alternative_departure_points/27/id,alternative_departure_points/27/distance,alternative_departure_points/27/duration,alternative_departure_points/28/id,alternative_departure_points/28/distance,alternative_departure_points/28/duration,alternative_departure_points/29/id,alternative_departure_points/29/distance,alternative_departure_points/29/duration,alternative_departure_points/30/id,alternative_departure_points/30/distance,alternative_departure_points/30/duration,alternative_departure_points/31/id,alternative_departure_points/31/distance,alternative_departure_points/31/duration,alternative_departure_points/32/id,alternative_departure_points/32/distance,alternative_departure_points/32/duration,alternative_departure_points/33/id,alternative_departure_points/33/distance,alternative_departure_points/33/duration,alternative_departure_points/34/id,alternative_departure_points/34/distance,alternative_departure_points/34/duration,alternative_departure_points/35/id,alternative_departure_points/35/distance,alternative_departure_points/35/duration,alternative_departure_points/36/id,alternative_departure_points/36/distance,alternative_departure_points/36/duration,alternative_departure_points/37/id,alternative_departure_points/37/distance,alternative_departure_points/37/duration,alternative_departure_points/38/id,alternative_departure_points/38/distance,alternative_departure_points/38/duration,alternative_departure_points/39/id,alternative_departure_points/39/distance,alternative_departure_points/39/duration,alternative_names/3,car_rentals/0/providers_locations/9,car_rentals/0/providers_locations/10,tags/5/tag,tags/5/month_to,tags/5/month_from
GMZ,7962,7962,TRUE,GMZ,GCGM,La Gomera,la-gomera-san-sebastian-de-la-gomera-spain,la-gomera-san-sebastian-de-la-gomera-spain,Aeropuerto de La Gomera,1282,409,32383,Atlantic/Canary,san-sebastian-de-la-gomera_es,San Sebastián de La Gomera,GMZ,san-sebastian-de-la-gomera-spain,europe,Europe,europe,EU,southern-europe,Southern Europe,southern-europe,,,,ES,Spain,spain,ES,28.029722,-17.214722,SPC,138.29,9520.7,TFN,155.62,9086.6,VDE,203.03,20842.5,TFS,93.63,6569.8,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,nightlife,-1,-1,,,,1175,1282,,,,,la-gomera_poi,La Gomera,la-gomera,autumn-sun_poi,Autumn Sun,autumn-sun,canary-islands_poi,Canary Islands,canary-islands,,,,1175,1955748,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGL,646,646,TRUE,YGL,CYGL,La Grande Rivière,la-grande-riviere-la-grande-river-quebec-canada,la-grande-riviere-la-grande-river-quebec-canada,,2048,1189,334,America/Toronto,la-grande-river_qc_ca,La Grande River,YGL,la-grande-river-quebec-canada,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,CA,Canada,canada,CA,53.625278,-77.704167,YKU,101.33,4736.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,QC_CA,Quebec,quebec-canada,QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBQ,2166,2166,TRUE,JBQ,MDJB,La Isabela International,la-isabela-international-santo-domingo-dominican-republic,la-isabela-international-santo-domingo-dominican-republic,Aeropuerto Internacional La Isabela,506,454,6685,America/Santo_Domingo,santo-domingo_do,Santo Domingo,SDQ,santo-domingo-dominican-republic,north-america,North America,north-america,NA,caribbean,Caribbean,caribbean,,,,DO,Dominican Republic,dominican-republic,DO,18.572222,-69.985556,AZS,112.91,7540.8,LRM,128.33,6879.1,STI,140.13,6731.5,PUJ,196.49,9932,POP,202.81,10583.9,SDQ,44.65,2569.3,,,,,,,,,,,,,,,,,,,beach,-1,-1,hidden gems,-1,-1,activities,-1,-1,1175,,,,,,greater-santo-domingo_poi,Greater Santo Domingo,greater-santo-domingo,autumn-sun_poi,Autumn Sun,autumn-sun,greater-antilles_poi,Greater Antilles,greater-antilles,,,,1175,661148,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673953,,,family fun,-1,-1,nightlife,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJA,4312,4312,TRUE,GJA,MHNJ,La Laguna Airport,la-laguna-airport-guanaja-honduras,la-laguna-airport-guanaja-honduras,,2048,1084,601,America/Tegucigalpa,guanaja_hn,Guanaja,GJA,guanaja-honduras,north-america,North America,north-america,NA,central-america,Central America,central-america,,,,HN,Honduras,honduras,HN,16.4454,-85.906601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMC,154,154,TRUE,LMC,,La Macarena,la-macarena-la-macarena-colombia,la-macarena-la-macarena-colombia,Aeropuerto de La Macarena,1208,910,1347,America/Bogota,la-macarena_co,La Macarena,LMC,la-macarena-colombia,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,CO,Colombia,colombia,CO,2.175278,-73.786667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,romance,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZL,1661,1661,TRUE,MZL,SKMZ,La Nubia,la-nubia-manizales-colombia,la-nubia-manizales-colombia,Aeropuerto de La Nubia,312,511,10449,America/Bogota,manizales_co,Manizales,MZL,manizales-colombia,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,CO,Colombia,colombia,CO,5.029722,-75.464722,AXM,129.15,6755.4,IBE,208.38,12408.2,EOH,216.85,11494.7,MDE,243.39,13409.2,PEI,63.32,3732.2,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,1175,1277,1282,,,,,,,,,,,,,,,,1175,3952403,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC,14,14,TRUE,SPC,GCLA,La Palma,la-palma-santa-cruz-de-la-palma-spain,la-palma-santa-cruz-de-la-palma-spain,Aeropuerto de La Palma,560,196,187214,Atlantic/Canary,santa-cruz-de-la-palma_es,Santa Cruz de La Palma,SPC,santa-cruz-de-la-palma-spain,europe,Europe,europe,EU,southern-europe,Southern Europe,southern-europe,,,,ES,Spain,spain,ES,28.626389,-17.755556,GMZ,138.47,9355,TFS,165.05,11495.3,TFN,227.04,14012.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,romance,-1,-1,sightseeing,-1,-1,beach,-1,-1,1175,1283,,,,,playas-de-papagayo-beach_poi,Playas de Papagayo Beach,playas-de-papagayo-beach,la-palma-island_poi,La Palma Island,la-palma-island,autumn-sun_poi,Autumn Sun,autumn-sun,canary-islands_poi,Canary Islands,canary-islands,1175,1057788,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAP,9283,9283,TRUE,LAP,MMLP,La Paz International,la-paz-international-la-paz-mexico,la-paz-international-la-paz-mexico,Aeropuerto Internacional de La Paz,351,259,92275,America/Mazatlan,la-paz_mx,La Paz,LAP,la-paz-mexico,north-america,North America,north-america,NA,central-america,Central America,central-america,,,,MX,Mexico,mexico,MX,24.072778,-110.3625,CSL,168.7,9755.5,SJD,207.14,11949.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,activities,-1,-1,,,,1175,1277,1282,,,,baja-california-sur_poi,Baja California Sur,baja-california-sur,,,,,,,,,,1175,1946133,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPD,7071,7071,TRUE,LPD,SKLP,La Pedrera,la-pedrera-la-pedrera-colombia,la-pedrera-la-pedrera-colombia,,2048,1374,93,America/Bogota,la-pedrera_co,La Pedrera,LPD,la-pedrera-colombia,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,CO,Colombia,colombia,CO,-1.325556,-69.581389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRJ,1133,1133,TRUE,IRJ,SANL,La Rioja,la-rioja-la-rioja-la-rioja-province-argentina,la-rioja-la-rioja-la-rioja-province-argentina,Aeropuerto Capitán Vicente Almandos Almonacid,855,814,2183,America/Argentina/La_Rioja,la-rioja_lr_ar,La Rioja,IRJ,la-rioja-la-rioja-province-argentina,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,AR,Argentina,argentina,AR,-29.380556,-66.795833,CTC,155.2,6924.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,LR_AR,La Rioja Province,la-rioja-province-argentina,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRH,7395,7395,TRUE,LRH,LFBH,La Rochelle – Île de Ré,la-rochelle-ile-de-re-la-rochelle-france,la-rochelle-ile-de-re-la-rochelle-france,La Rochelle - Laleu,736,321,42104,Europe/Paris,la-rochelle_fr,La Rochelle,LRH,la-rochelle-france,europe,Europe,europe,EU,western-europe,Western Europe,western-europe,,,,FR,France,france,FR,46.179167,-1.195278,NTE,141.73,6620.3,PIS,144.62,6425.5,BOD,202.54,8376.6,LIG,226.74,11988.1,TUF,244.42,9634.3,RNS,248.64,11403,FR-ROCH-TRAI,38.73,2039.9,FR-LARO-LAR0,4.7,501.4,FR-LARO-LARO,8.78,719.9,,,,,,,,,,sightseeing,-1,-1,beach,-1,-1,,,,1148,1175,,,,,atlantic-coast_poi,Atlantic Coast,atlantic-coast,poitou-charentes_poi,Poitou-Charentes,poitou-charentes,poitou_poi,Poitou,poitou,,,,1175,480133,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aéroport de La Rochelle-île de Ré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRM,7396,7396,TRUE,LRM,MDLR,La Romana International,la-romana-international-la-romana-dominican-republic,la-romana-international-la-romana-dominican-republic,Aeropuerto Internacional de La Romana,582,342,41108,America/Santo_Domingo,la-romana_do,La Romana,LRM,la-romana-dominican-republic,north-america,North America,north-america,NA,caribbean,Caribbean,caribbean,,,,DO,Dominican Republic,dominican-republic,DO,18.450833,-68.911944,JBQ,128.72,6483.1,AZS,223.81,12764.3,PUJ,70.1,3289.9,SDQ,95.88,4929.1,,,,,,,,,,,,,,,,,,,,,,,,,romance,-1,-1,beach,-1,-1,,,,1175,1282,,,,,autumn-sun_poi,Autumn Sun,autumn-sun,greater-antilles_poi,Greater Antilles,greater-antilles,,,,,,,1175,249529,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVC,18773,211,TRUE,YVC,,La Ronge (Barber Field) Airport,la-ronge-barber-field-airport-la-ronge-saskatchewan-canada,la-ronge-barber-field-airport-la-ronge-saskatchewan-canada,,2048,1169,207,America/Regina,la-ronge_sk_ca,La Ronge,,la-ronge-saskatchewan-canada,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,CA,Canada,canada,CA,55.151389,-105.266944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,SK_CA,Saskatchewan,saskatchewan-canada,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOU,503,503,TRUE,NOU,NWWW,La Tontouta International,la-tontouta-international-noumea-new-caledonia,la-tontouta-international-noumea-new-caledonia,Aéroport international de Nouméa-La Tontouta,549,258,92869,Pacific/Noumea,noumea_nc,Nouméa,NOU,noumea-new-caledonia,oceania,Oceania,oceania,OC,melanesia,Melanesia,melanesia,,,,NC,New Caledonia,new-caledonia,NC,-22.014444,166.213056,KNQ,227.02,10965.2,GEA,45.66,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,diving&snorkeling,-1,-1,romance,-1,-1,1175,,,,,,,,,,,,,,,,,,1175,399066,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884327,,,hidden gems,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VVC,8493,8493,TRUE,VVC,SKVV,La Vanguardia,la-vanguardia-villavicencio-colombia,la-vanguardia-villavicencio-colombia,Aeropuerto Vanguardia,416,510,11328,America/Bogota,villavicencio_co,Villavicencio,VVC,villavicencio-colombia,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,CO,Colombia,colombia,CO,4.167778,-73.613889,BOG,125.74,6687.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activities,-1,-1,,,,,,,1175,1282,,museo-del-oro-del-banco-de-la-republica_poi,Museo Del Oro Del Banco De La Republica,museo-del-oro-del-banco-de-la-republica,,,,,,,,,,,,,1175,3952413,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBS,4559,4559,TRUE,LBS,NFNL,Labasa,labasa-labasa-fiji,labasa-labasa-fiji,,1546,773,4025,Pacific/Fiji,labasa_fj,Labasa,LBS,labasa-fiji,oceania,Oceania,oceania,OC,melanesia,Melanesia,melanesia,,,,FJ,Fiji,fiji,FJ,-16.467778,179.339722,SVU,64.43,5385.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activities,-1,-1,,,,,,,,,,,,,vanua-levu_poi,Vanua Levu,vanua-levu,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OZC,1277,1277,TRUE,OZC,RPMO,Labo,labo-ozamiz-philippines,labo-ozamiz-philippines,,445,476,9678,Asia/Manila,ozamiz_ph,Ozamiz,OZC,ozamiz-philippines,asia,Asia,asia,AS,south-eastern-asia,South-Eastern Asia,south-eastern-asia,,,,PH,Philippines,philippines,PH,8.178611,123.841667,CGY,123.69,12057.4,DPL,130.87,5760.9,DGT,206.25,60575.5,PAG,89.39,4843.6,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,,,,,,,northern-mindanao_poi,Northern Mindanao,northern-mindanao,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,18760,191,TRUE,LBR,,Lábrea Airport,labrea-airport-labrea-state-of-amazonas-brazil,labrea-airport-labrea-state-of-amazonas-brazil,,2048,1384,89,America/Manaus,labrea_am_br,Lábrea,,labrea-state-of-amazonas-brazil,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,BR,Brazil,brazil,BR,-7.250278,-64.783889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,AM_BR,State of Amazonas,state-of-amazonas-brazil,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBU,4561,4561,TRUE,LBU,WBKL,Labuan,labuan-labuan-malaysia,labuan-labuan-malaysia,,628,240,48050,Asia/Kuching,labuan_my,Labuan,LBU,labuan-malaysia,asia,Asia,asia,AS,south-eastern-asia,South-Eastern Asia,south-eastern-asia,,,,MY,Malaysia,malaysia,MY,5.297222,115.2525,LWY,118.69,31530.4,LMN,122.18,31907,MYY,219.92,35576.9,BWN,64.65,28219.2,,,,,,,,,,,,,,,,,,,,,,,,,romance,-1,-1,sightseeing,-1,-1,,,,1175,1282,,,,,labuan-federal-territory_poi,Labuan Federal Territory,labuan-federal-territory,,,,,,,,,,1175,2014858,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAE,9273,9273,TRUE,LAE,AYNZ,Lae Nadzab,lae-nadzab-lae-papua-new-guinea,lae-nadzab-lae-papua-new-guinea,,1269,876,1405,Pacific/Port_Moresby,lae_pg,Lae,LAE,lae-papua-new-guinea,oceania,Oceania,oceania,OC,melanesia,Melanesia,melanesia,,,,PG,Papua New Guinea,papua-new-guinea,PG,-6.569722,146.726111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYR,5104,5104,TRUE,BYR,EKLS,Laeso Airport,laeso-airport-laeso-denmark,laeso-airport-laeso-denmark,,2048,904,1561,Europe/Copenhagen,laeso_dk,Laeso,BYR,laeso-denmark,europe,Europe,europe,EU,northern-europe,Northern Europe,northern-europe,,,,DK,Denmark,denmark,DK,57.277199,11.0001,AAL,103.41,9492.4,ZTG,99.3,8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
